Оператор	Область	Код DEF
"ОАО ""Мегафон"" Северо-Западный филиал"	Новгород Великий Новгородская область	931
"ОАО ""Мобильные ТелеСистемы"""	Новгород Великий Новгородская область	911
"ОАО ""Мобильные ТелеСистемы"""	Новгород Великий Новгородская область	981
"ОАО ""Мегафон"" Сибирский филиал"	Новокузнецк Кемеровская область	923
"ОАО ""Мобильные ТелеСистемы"""	Новокузнецк Кемеровская область	913
"ЗАО ""Кемеровская Мобильная Связь"" Новосибирск"	Новосибирск Новосибирская область	951
"ЗАО ""Кемеровская Мобильная Связь"" Новосибирск"	Новосибирск Новосибирская область	952
"ЗАО ""Кемеровская Мобильная Связь"" Новосибирск"	Новосибирск Новосибирская область	953
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	903
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	905
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	906
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	909
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	960
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	961
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	962
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	963
"ОАО ""Вымпел-Коммуникации"""	Новосибирск Новосибирская область	965
"ОАО ""Мегафон"" 3G_Сибирский филиал"	Новосибирск Новосибирская область	933
"ОАО ""Мегафон"" Сибирский филиал"	Новосибирск Новосибирская область	923
"ОАО ""Мегафон"" Сибирский филиал"	Новосибирск Новосибирская область	929
"ОАО ""Мобильные ТелеСистемы"""	Новосибирск Новосибирская область	913
"ОАО ""Мобильные ТелеСистемы"""	Новосибирск Новосибирская область	983
"Филиал ЗАО ""Астарта"" в Новосибирской области"	Новосибирск Новосибирская область	901
"ЗАО ""Енисейтелеком"""	Норильск Красноярский край	902
"ЗАО ""Енисейтелеком"""	Норильск Красноярский край	904
"ЗАО ""Енисейтелеком"""	Норильск Красноярский край	908
"ЗАО ""Енисейтелеком"""	Норильск Красноярский край	950
"ОАО ""Вымпел-Коммуникации"""	Норильск Красноярский край	903
"ОАО ""Вымпел-Коммуникации"""	Норильск Красноярский край	905
"ОАО ""Вымпел-Коммуникации"""	Норильск Красноярский край	960
"ОАО ""Вымпел-Коммуникации"""	Норильск Красноярский край	962
"ОАО ""Мегафон"" Сибирский филиал"	Норильск Красноярский край	923
"ОАО ""Мегафон"" Сибирский филиал"	Норильск Красноярский край	929
"ОАО ""Мобильные ТелеСистемы"""	Норильск Красноярский край	913
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Ноябрьск Ямало-Ненецкий АО	902
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Ноябрьск Ямало-Ненецкий АО	904
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Ноябрьск Ямало-Ненецкий АО	908
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Ноябрьск Ямало-Ненецкий АО	951
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Ноябрьск Ямало-Ненецкий АО	992
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	906
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	909
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	961
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	963
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	964
"ОАО ""Вымпел-Коммуникации"""	Ноябрьск Ямало-Ненецкий АО	967
"ОАО ""Мегафон"" Уральский филиал"	Ноябрьск Ямало-Ненецкий АО	922
"ОАО ""Мегафон"" Уральский филиал"	Ноябрьск Ямало-Ненецкий АО	929
"ОАО ""Мегафон"" Уральский филиал"	Ноябрьск Ямало-Ненецкий АО	932
"ОАО ""Мобильные ТелеСистемы"""	Ноябрьск Ямало-Ненецкий АО	912
"ОАО ""Мобильные ТелеСистемы"""	Ноябрьск Ямало-Ненецкий АО	919
"ОАО ""Мобильные ТелеСистемы"""	Ноябрьск Ямало-Ненецкий АО	982
"ООО ""Екатеринбург-2000"""	Ноябрьск Ямало-Ненецкий АО	900
"ЗАО ""Сибирская Сотовая Связь"""	Омск Омская область	904
"ЗАО ""Сибирская Сотовая Связь"""	Омск Омская область	908
"ЗАО ""Сибирская Сотовая Связь"""	Омск Омская область	950
"ЗАО ""Сибирская Сотовая Связь"""	Омск Омская область	951
"ЗАО ""Сибирская Сотовая Связь"""	Омск Омская область	953
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	903
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	905
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	906
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	909
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	960
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	961
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	962
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	965
"ОАО ""Вымпел-Коммуникации"""	Омск Омская область	968
"ОАО ""Мегафон"" 3G_Сибирский филиал"	Омск Омская область	933
"ОАО ""Мегафон"" Сибирский филиал"	Омск Омская область	923
"ОАО ""Мегафон"" Сибирский филиал"	Омск Омская область	929
"ОАО ""Мегафон"" Сибирский филиал"	Омск Омская область	933
"ОАО ""Мобильные Телесистемы"""	Омск Омская область	913
"ОАО ""Мобильные Телесистемы"""	Омск Омская область	983
"Филиал ЗАО ""Астарта"" в Омской области"	Омск Омская область	901
"ЗАО ""Вотек Мобайл"""	Орел Орловская область	953
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	903
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	905
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	906
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	909
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	960
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	961
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	962
"ОАО ""Вымпел-Коммуникации"""	Орел Орловская область	964
"ОАО ""Мегафон"" Центральный филиал"	Орел Орловская область	920
"ОАО ""Мегафон"" Центральный филиал"	Орел Орловская область	929
"ОАО ""Мегафон"" Центральный филиал"	Орел Орловская область	930
"ОАО ""Мобильные ТелеСистемы"""	Орел Орловская область	910
"ОАО ""Мобильные ТелеСистемы"""	Орел Орловская область	915
"ОАО ""Мобильные ТелеСистемы"""	Орел Орловская область	919
"ОАО ""Мобильные ТелеСистемы"""	Орел Орловская область	980
"Филиал ЗАО ""Астарта"" в Воронежской области"	Орел Орловская область	901
"ЗАО ""Оренбург GSM"""	Оренбург Оренбургская область	902
"ЗАО ""Оренбург GSM"""	Оренбург Оренбургская область	908
"ЗАО ""Оренбург GSM"""	Оренбург Оренбургская область	950
"ЗАО ""Оренбург GSM"""	Оренбург Оренбургская область	951
"ЗАО ""Оренбург GSM"""	Оренбург Оренбургская область	953
"ЗАО ""Сотел-Оренбург"""	Оренбург Оренбургская область	901
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	903
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	905
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	906
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	909
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	961
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	965
"ОАО ""Вымпел-Коммуникации"""	Оренбург Оренбургская область	967
"ОАО ""Мегафон"" 3G_Поволжский филиал"	Оренбург Оренбургская область	932
"ОАО ""Мегафон"" Поволжский филиал"	Оренбург Оренбургская область	922
"ОАО ""Мегафон"" Поволжский филиал"	Оренбург Оренбургская область	929
"ОАО ""Мегафон"" Поволжский филиал"	Оренбург Оренбургская область	932
"ОАО ""Мобильные ТелеСистемы"""	Оренбург Оренбургская область	912
"ОАО ""Мобильные ТелеСистемы"""	Оренбург Оренбургская область	919
"ОАО ""Мобильные ТелеСистемы"""	Оренбург Оренбургская область	987
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	900
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	904
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	951
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	952
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	953
"ЗАО ""Нижегородская Сотовая Связь"""	Пенза Пензенская область	996
"ЗАО ""Пенза-GSM"""	Пенза Пензенская область	902
"ЗАО ""Пенза-GSM"""	Пенза Пензенская область	904
"ЗАО ""Пенза-GSM"""	Пенза Пензенская область	908
"ЗАО ""Пенза-GSM"""	Пенза Пензенская область	950
"ЗАО ""Сотел-Пенза"""	Пенза Пензенская область	901
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	903
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	905
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	906
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	909
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	960
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	961
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	962
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	963
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	964
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	965
"ОАО ""Вымпел-Коммуникации"""	Пенза Пензенская область	967
"ОАО ""Мегафон"" Поволжский филиал"	Пенза Пензенская область	927
"ОАО ""Мегафон"" Поволжский филиал"	Пенза Пензенская область	929
"ОАО ""Мегафон"" Поволжский филиал"	Пенза Пензенская область	937
"ОАО ""Мобильные ТелеСистемы"""	Пенза Пензенская область	987
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	901
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	902
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	904
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	908
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	950
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	951
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	952
"""Уралсвязьинформ"" ОАО ""Ростелеком"""	Пермь Пермский край	992
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	905
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	906
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	909
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	961
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	963
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	964
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	965
"ОАО ""Вымпел-Коммуникации"""	Пермь Пермский край	967
"ОАО ""Мегафон"" Уральский филиал"	Пермь Пермский край	922
"ОАО ""Мегафон"" Уральский филиал"	Пермь Пермский край	929
"ОАО ""Мегафон"" Уральский филиал"	Пермь Пермский край	932
"ОАО ""Мобильные ТелеСистемы"""	Пермь Пермский край	912
"ОАО ""Мобильные ТелеСистемы"""	Пермь Пермский край	919
"ОАО ""Мобильные ТелеСистемы"""	Пермь Пермский край	982
"ЗАО ""Дельта Телеком"""	Петрозаводск Республика Карелия	901
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	905
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	906
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	909
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	960
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	963
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	964
"ОАО ""Вымпел-Коммуникации"""	Петрозаводск Республика Карелия	965
"ОАО ""Мегафон"" Северо-Западный филиал"	Петрозаводск Республика Карелия	921
"ОАО ""Мегафон"" Северо-Западный филиал"	Петрозаводск Республика Карелия	929
"ОАО ""Мегафон"" Северо-Западный филиал"	Петрозаводск Республика Карелия	931
"ОАО ""Мобильные ТелеСистемы"""	Петрозаводск Республика Карелия	911
"ОАО ""Мобильные ТелеСистемы"""	Петрозаводск Республика Карелия	981
"ОАО ""Санкт-Петербург Телеком"" Петрозаводск"	Петрозаводск Республика Карелия	900
"ОАО ""Санкт-Петербург Телеком"" Петрозаводск"	Петрозаводск Республика Карелия	953
"ЗАО ""Астарта"""	Петропавловск-Камчатский Камчатский край	901
"ЗАО ""Астарта"" в Камчатском крае"	Петропавловск-Камчатский Камчатский край	901
"ЗАО ""Сибирская Сотовая Связь"" Петропавловск-Камчатский"	Петропавловск-Камчатский Камчатский край	900
"Камчатский ф-л ОАО ""Ростелеком"""	Петропавловск-Камчатский Камчатский край	902
"Камчатский ф-л ОАО ""Ростелеком"""	Петропавловск-Камчатский Камчатский край	908
"Камчатский ф-л ОАО ""Ростелеком"""	Петропавловск-Камчатский Камчатский край	951
"Камчатский ф-л ОАО ""Ростелеком"""	Петропавловск-Камчатский Камчатский край	994
"ОАО ""Вымпел-Коммуникации"""	Петропавловск-Камчатский Камчатский край	909
"ОАО ""Вымпел-Коммуникации"""	Петропавловск-Камчатский Камчатский край	961
"ОАО ""Вымпел-Коммуникации"""	Петропавловск-Камчатский Камчатский край	962
"ОАО ""Вымпел-Коммуникации"""	Петропавловск-Камчатский Камчатский край	963
"ОАО ""Мегафон"" Дальневосточный филиал"	Петропавловск-Камчатский Камчатский край	924
"ОАО ""Мегафон"" Дальневосточный филиал"	Петропавловск-Камчатский Камчатский край	929
"ОАО ""Мобильные Телесистемы"""	Петропавловск-Камчатский Камчатский край	914
"ЗАО ""Дельта Телеком"""	Псков Псковская область	901
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	905
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	906
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	909
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	960
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	963
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	964
"ОАО ""Вымпел-Коммуникации"""	Псков Псковская область	965
"ОАО ""Мегафон"" Северо-Западный филиал"	Псков Псковская область	921
"ОАО ""Мегафон"" Северо-Западный филиал"	Псков Псковская область	929
"ОАО ""Мегафон"" Северо-Западный филиал"	Псков Псковская область	931
"ОАО ""Мобильные ТелеСистемы"""	Псков Псковская область	911
"ОАО ""Мобильные ТелеСистемы"""	Псков Псковская область	981
"ОАО ""Санкт-Петербург Телеком"" Псков"	Псков Псковская область	900
"ОАО ""Санкт-Петербург Телеком"" Псков"	Псков Псковская область	951
"ОАО ""Санкт-Петербург Телеком"" Псков"	Псков Псковская область	953
"ЗАО ""Ростовская Сотовая Связь"""	Ростов-на-Дону Ростовская область	904
"ЗАО ""Ростовская Сотовая Связь"""	Ростов-на-Дону Ростовская область	908
"ЗАО ""Ростовская Сотовая Связь"""	Ростов-на-Дону Ростовская область	950
"ЗАО ""Ростовская Сотовая Связь"""	Ростов-на-Дону Ростовская область	951
"ЗАО ""Ростовская Сотовая Связь"""	Ростов-на-Дону Ростовская область	952
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	903
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	905
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	906
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	909
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	960
"ОАО ""Вымпел-Коммуникации"""	Ростов-на-Дону Ростовская область	961
"ОАО ""Мегафон"" 3G_Кавказский филиал"	Ростов-на-Дону Ростовская область	938
"ОАО ""Мегафон"" Кавказский филиал"	Ростов-на-Дону Ростовская область	928
"ОАО ""Мегафон"" Кавказский филиал"	Ростов-на-Дону Ростовская область	929
"ОАО ""Мегафон"" Кавказский филиал"	Ростов-на-Дону Ростовская область	938
"ОАО ""Мобильные ТелеСистемы"""	Ростов-на-Дону Ростовская область	918
"ОАО ""Мобильные ТелеСистемы"""	Ростов-на-Дону Ростовская область	919
"ОАО ""Мобильные ТелеСистемы"""	Ростов-на-Дону Ростовская область	988
"ОАО ""Мобильные ТелеСистемы"""	Ростов-на-Дону Ростовская область	989
"Филиал ЗАО ""Астарта"" в Ростовской области"	Ростов-на-Дону Ростовская область	901
"ЗАО ""Вотек Мобайл"""	Рязань Рязанская область	900
"ЗАО ""Вотек Мобайл"""	Рязань Рязанская область	951
"ЗАО ""Вотек Мобайл"""	Рязань Рязанская область	952
"ЗАО ""Вотек Мобайл"""	Рязань Рязанская область	953
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	903
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	905
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	906
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	960
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	961
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	962
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	964
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	965
"ОАО ""Вымпел-Коммуникации"""	Рязань Рязанская область	967
"ОАО ""Мегафон"" 3G_Центральный филиал"	Рязань Рязанская область	930
"ОАО ""Мегафон"" Центральный филиал"	Рязань Рязанская область	920
"ОАО ""Мегафон"" Центральный филиал"	Рязань Рязанская область	929
"ОАО ""Мегафон"" Центральный филиал"	Рязань Рязанская область	930
"ОАО ""Мобильные Телесистемы"""	Рязань Рязанская область	910
"ОАО ""Мобильные Телесистемы"""	Рязань Рязанская область	915
"ОАО ""Мобильные Телесистемы"""	Рязань Рязанская область	980
"Филиал ЗАО ""Астарта"" в Рязанской области"	Рязань Рязанская область	901
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	903
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	905
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	906
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	909
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	960
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	961
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	962
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	963
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	964
"ОАО ""Вымпел-Коммуникации"""	Самара Самарская область	967
"ОАО ""Мегафон"" 3G_Поволжский филиал"	Самара Самарская область	937
"ОАО ""Мегафон"" Поволжский филиал"	Самара Самарская область	927
"ОАО ""Мегафон"" Поволжский филиал"	Самара Самарская область	929
"ОАО ""Мегафон"" Поволжский филиал"	Самара Самарская область	937
"ОАО ""Мегафон"" Поволжский филиал"	Самара Самарская область	939
"ОАО ""Мобильные ТелеСистемы"""	Самара Самарская область	917
"ОАО ""Мобильные ТелеСистемы"""	Самара Самарская область	919
"ОАО ""Мобильные ТелеСистемы"""	Самара Самарская область	987
"ОАО ""СМАРТС"""	Самара Самарская область	902
"ОАО ""СМАРТС"""	Самара Самарская область	904
"ОАО ""СМАРТС"""	Самара Самарская область	908
"ОАО ""СМАРТС"""	Самара Самарская область	950
"Самарский ф-л ОАО ""Ростелеком"""	Самара Самарская область	901
"ЗАО ""Дельта Телеком"""	Санкт-Петербург Санкт-Петербург	901
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	903
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	905
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	906
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	909
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	960
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	961
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	962
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	963
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	964
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	965
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	966
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	967
"ОАО ""Вымпел-Коммуникации"""	Санкт-Петербург Санкт-Петербург	968
"ОАО ""Мегафон"""	Санкт-Петербург Санкт-Петербург	931
"ОАО ""Мегафон"" Северо-Западный филиал"	Санкт-Петербург Санкт-Петербург	921
"ОАО ""Мегафон"" Северо-Западный филиал"	Санкт-Петербург Санкт-Петербург	929
"ОАО ""Мегафон"" Северо-Западный филиал"	Санкт-Петербург Санкт-Петербург	931
"ОАО ""Мобильные ТелеСистемы"""	Санкт-Петербург Санкт-Петербург	911
"ОАО ""Мобильные ТелеСистемы"""	Санкт-Петербург Санкт-Петербург	981
"ОАО ""Санкт-Петербург Телеком"""	Санкт-Петербург Санкт-Петербург	904
"ОАО ""Санкт-Петербург Телеком"""	Санкт-Петербург Санкт-Петербург	950
"ОАО ""Санкт-Петербург Телеком"""	Санкт-Петербург Санкт-Петербург	951
"ОАО ""Санкт-Петербург Телеком"""	Санкт-Петербург Санкт-Петербург	952
"ОАО ""Санкт-Петербург Телеком"""	Санкт-Петербург Санкт-Петербург	953
"ЗАО ""Нижегородская Сотовая Связь"""	Саранск Республика Мордовия	902
"ЗАО ""Нижегородская Сотовая Связь"""	Саранск Республика Мордовия	951
"ЗАО ""Нижегородская Сотовая Связь"""	Саранск Республика Мордовия	952
"ЗАО ""Нижегородская Сотовая Связь"""	Саранск Республика Мордовия	953
"ЗАО ""Сотовая связь Мордовии"""	Саранск Республика Мордовия	901
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	903
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	905
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	906
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	909
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	960
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	961
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	962
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	963
"ОАО ""Вымпел-Коммуникации"""	Саранск Республика Мордовия	964
"ОАО ""Мегафон"" Поволжский филиал"	Саранск Республика Мордовия	927
"ОАО ""Мегафон"" Поволжский филиал"	Саранск Республика Мордовия	929
"ОАО ""Мегафон"" Поволжский филиал"	Саранск Республика Мордовия	937
"ОАО ""Мобильные ТелеСистемы"""	Саранск Республика Мордовия	917
"ОАО ""Мобильные ТелеСистемы"""	Саранск Республика Мордовия	987
"ОАО ""СМАРТС"""	Саранск Республика Мордовия	902
"ОАО ""СМАРТС"""	Саранск Республика Мордовия	904
"ОАО ""СМАРТС"""	Саранск Республика Мордовия	908
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	900
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	902
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	904
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	908
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	951
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	953
"ЗАО ""Нижегородская Сотовая Связь"""	Саратов Саратовская область	996
"ЗАО ""Саратовская Система Сотовой Связи"""	Саратов Саратовская область	901
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	903
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	905
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	906
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	909
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	960
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	961
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	962
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	963
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	964
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	965
"ОАО ""Вымпел-Коммуникации"""	Саратов Саратовская область	967
"ОАО ""Мегафон"" 3G_Поволжский филиал"	Саратов Саратовская область	937
"ОАО ""Мегафон"" Поволжский филиал"	Саратов Саратовская область	927
"ОАО ""Мегафон"" Поволжский филиал"	Саратов Саратовская область	929
"ОАО ""Мегафон"" Поволжский филиал"	Саратов Саратовская область	937
"ОАО ""Мобильные ТелеСистемы"""	Саратов Саратовская область	917
"ОАО ""Мобильные ТелеСистемы"""	Саратов Саратовская область	919
"ОАО ""Мобильные ТелеСистемы"""	Саратов Саратовская область	987
"ОАО ""СМАРТС"""	Саратов Саратовская область	902
"ОАО ""СМАРТС"""	Саратов Саратовская область	904
"ОАО ""СМАРТС"""	Саратов Саратовская область	908
"ОАО ""СМАРТС"""	Саратов Саратовская область	950
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	900
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	904
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	908
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	950
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	951
"ЗАО ""Смоленская Сотовая Связь"""	Смоленск Смоленская область	952
"ЗАО ""Смоленские Мобильные Сети"""	Смоленск Смоленская область	901
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	903
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	905
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	906
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	909
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	960
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	961
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	962
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	964
"ОАО ""Вымпел-Коммуникации"""	Смоленск Смоленская область	967
"ОАО ""Мегафон"" Северо-Западный филиал"	Смоленск Смоленская область	920
"ОАО ""Мегафон"" Северо-Западный филиал"	Смоленск Смоленская область	929
"ОАО ""Мегафон"" Северо-Западный филиал"	Смоленск Смоленская область	930
"ОАО ""Мобильные ТелеСистемы"""	Смоленск Смоленская область	910
"ОАО ""Мобильные ТелеСистемы"""	Смоленск Смоленская область	915
"ОАО ""Мобильные ТелеСистемы"""	Смоленск Смоленская область	919
"ОАО ""Мобильные ТелеСистемы"""	Смоленск Смоленская область	980
"ОАО ""Вымпел-Коммуникации"""	Сочи Краснодарский край	905
"ОАО ""Вымпел-Коммуникации"""	Сочи Краснодарский край	961
"ОАО ""Вымпел-Коммуникации"""	Сочи Краснодарский край	967
